Moviename,Rating,Votes,Duration,Genre
Waste Management,7.0,15,60,Comedy
Emilia Pérez,5.4,84000,132,Crime
Trap,5.8,129000,105,Crime
Longlegs,6.6,178000,101,Crime
Pushpa: The Rule - Part 2,6.1,54000,201,Crime
The Order,6.8,37000,116,Crime
Juror #2,7.0,91000,114,Crime
Despicable Me 4,6.2,62000,94,Crime
Riff Raff,6.3,791,103,Crime
MaXXXine,6.3,67000,103,Crime
The Beekeeper,6.3,152000,105,Crime
Carry-On,6.5,159000,119,Crime
Rebel Ridge,6.8,85000,131,Crime
Wolfs,6.5,79000,108,Crime
The Crow,4.7,32000,111,Crime
The Seed of the Sacred Fig,7.6,12000,167,Crime
Bad Boys: Ride or Die,6.5,98000,115,Crime
Love Lies Bleeding,6.6,56000,104,Crime
Lucky Baskhar,8.0,30000,148,Crime
Monkey Man,6.8,90000,121,Crime
Freaky Tales,6.4,363,106,Crime
Greedy People,6.2,11000,112,Crime
Jönssonligan kommer tillbaka,6.0,990,104,Crime
Absolution,5.2,7400,112,Crime
Sleeping Dogs,6.2,21000,110,Crime
The Instigators,6.2,37000,101,Crime
Lift,5.5,49000,107,Crime
Beverly Hills Cop: Axel F,6.4,80000,118,Crime
Hitpig,5.1,826,86,Crime
The Silent Hour,6.1,7000,99,Crime
Maharaja,8.4,65000,141,Crime
Beating Hearts,7.0,4000,166,Crime
Misericordia,6.9,1500,104,Crime
Brothers,5.4,13000,89,Crime
Killer Heat,5.6,13000,95,Crime
Long Gone Heroes,5.2,958,101,Crime
Force of Nature: The Dry 2,5.9,6700,120,Crime
The Shadow Strays,6.5,8900,144,Crime
Armor,3.5,3600,89,Crime
Trigger Warning,4.6,19000,106,Crime
Blackwater Lane,4.6,1800,108,Crime
Twilight of the Warriors: Walled In,7.0,8900,126,Crime
Boneyard,4.1,4800,96,Crime
The Thicket,5.8,2900,108,Crime
The Calendar Killer,5.4,3900,97,Crime
Santosh,7.0,1400,128,Crime
The Unholy Trinity,7.9,49,93,Crime
Inside,7.0,210,104,Crime
Mea Culpa,4.2,6900,120,Crime
Megamind vs. The Doom Syndicate,2.5,5400,83,Crime
Dead Sea,5.3,5200,88,Crime
Sector 36,7.1,25000,123,Crime
Damaged,4.7,7100,97,Crime
Colors of Evil: Red,6.4,8300,111,Crime
Trouble,6.2,6600,98,Crime
Faultline,6.0,69,92,Crime
"I, the Executioner",6.3,1600,118,Crime
Code 8: Part II,5.7,16000,100,Crime
Depravity,4.3,908,117,Crime
Bogota: City of the Lost,5.4,1800,108,Crime
City Hunter,6.3,5500,102,Crime
Drugstore June,5.3,1700,91,Crime
Maharaj,6.5,15000,131,Crime
Lake George,6.3,842,118,Crime
Duchess,4.6,1200,114,Crime
Harbin,6.5,479,108,Crime
Do Patti,6.4,68000,126,Crime
Detained,4.9,1400,97,Crime
Badland Hunters,5.9,12000,107,Crime
The Courier,6.0,4300,101,Crime
The Soul Eater,5.9,2400,108,Crime
Sikandar Ka Muqaddar,6.0,24000,142,Crime
Broken Rage,6.1,1200,62,Crime
The Roundup: Punishment,6.6,5000,109,Crime
Here Now,4.8,267,118,Crime
Marmalade,6.2,3500,99,Crime
Raayan,6.5,11000,145,Crime
What Jennifer Did,6.1,11000,87,Crime
First Shift,4.4,2000,89,Crime
El Jockey,6.4,1500,96,Crime
Lover Stalker Killer,7.0,13000,90,Crime
Barron's Cove,8.0,28,116,Crime
Ride,5.9,366,114,Crime
Golam,7.2,5400,120,Crime
Laws of Man,4.1,321,98,Crime
Officer Black Belt,6.8,7900,108,Crime
Strictly Confidential,2.8,829,94,Crime
The Quiet Ones,6.5,511,110,Crime
Darkness of Man,4.8,3100,109,Crime
Rats!,8.0,77,85,Crime
Justice,6.3,3800,113,Crime
Cult Killer,4.8,2700,105,Crime
In Her Place,6.2,1400,96,Crime
Bougainvillea,6.4,3000,138,Crime
A Place Called Silence,6.5,1200,119,Crime
Papa,7.5,285,131,Crime
The Trainer,7.2,51,95,Crime
Pani,6.9,2700,143,Crime
The Thundermans Return,5.0,1800,70,Crime
Cookster: The Darkest Days,8.3,35,119,Crime
Crescent City,3.9,1300,103,Crime
Boundless,5.6,1800,121,Crime
5lbs of Pressure,5.3,1500,111,Crime
Freedom,5.9,1300,110,Crime
Guns & Moses,8.2,38,94,Crime
Sicilian Letters,6.1,577,122,Crime
The Smile Man,7.7,1500,122,Crime
Ferry 2,5.6,3700,94,Crime
King Ivory,7.2,62,130,Crime
The Park Maniac,4.8,1500,103,Crime
Wanted Man,4.8,2500,85,Crime
To a Land Unknown,7.3,432,105,Crime
Hijack 1971,6.8,3200,100,Crime
Thalavan,7.2,4400,131,Crime
Shoutai,6.9,471,120,Crime
Bloodline Killer,3.8,4400,105,Crime
Bhakshak,7.2,7100,134,Crime
Saripodhaa Sanivaaram,7.0,8800,166,Crime
The Clean Up Crew,4.1,1100,95,Crime
The Sabarmati Report,6.4,24000,127,Crime
Viduthalai Part 2,8.0,15000,170,Crime
Revolver,5.4,818,114,Crime
Two to One,6.0,684,116,Crime
Savi,6.2,35000,126,Crime
Ulajh,6.0,24000,150,Crime
Operation Raavan,8.3,1200,147,Crime
Anweshippin Kandethum,7.4,10000,142,Crime
Biggest Heist Ever,6.1,1400,85,Crime
Dead Wrong,3.8,255,104,Crime
The Lockdown,4.3,594,117,Crime
Vettaiyan,7.0,39000,163,Crime
Nice Girls,4.2,1200,92,Crime
Roadkill,3.6,672,90,Crime
The Kingdom,7.0,619,108,Crime
GTMax,5.0,1200,100,Crime
Dead Mail,6.7,279,106,Crime
Strangers,4.3,373,106,Crime
Maldoror,7.1,531,155,Crime
Serpent's Path,5.8,272,112,Crime
Mission: Cross,6.1,2500,105,Crime
Belle,6.0,21,100,Crime
How to Rob a Bank,6.6,4100,88,Crime
Jailbreak: Love on the Run,6.4,3000,88,Crime
Toofan,7.1,6100,145,Crime
The Birds Who Fear Death,9.4,69,102,Crime
Kingsmen,6.4,45,72,Crime
Anand Sreebala,6.6,2300,134,Crime
Untamed Royals,4.6,622,99,Crime
High Forces,5.8,500,119,Crime
Last Known Location,6.3,1300,110,Crime
Bermondsey Tales: Fall of the Roman Empire,4.4,174,99,Crime
They Called Him Mostly Harmless,5.9,3200,89,Crime
The Seven Sorrows of Mary,6.7,22,98,Crime
In Youth We Trust,7.8,65,132,Crime
Phir Aayi Hasseen Dillruba,5.8,6700,132,Crime
Hellhound,4.3,486,103,Crime
A Gangster's Kiss,4.9,45,81,Crime
Auron Mein Kahan Dum Tha,6.6,40000,150,Crime
The Shameless,5.6,188,114,Crime
Borderless Fog,5.2,1300,110,Crime
The Girl Who Wore Yellow Lace,5.4,8,82,Crime
Scorched Earth,6.7,502,101,Crime
Dhakshina,6.7,5200,107,Crime
Abraham Ozler,6.5,4100,143,Crime
Visfot,5.7,1100,130,Crime
She's Got No Name,7.0,45,150,Crime
Fyre Rises,6.5,321,110,Crime
Mr. Bachchan,3.6,5200,150,Crime
Peg O' My Heart,5.8,48,97,Crime
Crisis Negotiators,6.7,691,120,Crime
The Truth vs. Alex Jones,7.5,3000,121,Crime
Diddy: Summit to Plummet,2.2,198,60,Crime
Rakshana,5.6,1100,139,Crime
Baby Assassins: Nice Days,7.3,268,103,Crime
Le Mohican,7.0,138,87,Crime
Bangkok Dog,6.4,94,85,Crime
Unspoken,8.2,47,120,Crime
Sorgavaasal,6.6,1300,138,Crime
The Actor,3.3,722,128,Crime
Tillu Square,6.6,3400,137,Crime
"MoviePass, MovieCrash",6.7,2800,96,Crime
Dirty Ice Cream,4.5,116,47,Crime
Zebra,8.0,3200,164,Crime
Jersey Bred,4.7,50,92,Crime
Untold: The Murder of Air McNair,5.6,2000,57,Crime
The Kingdom,7.9,85,133,Crime
Un homme en fuite,5.4,139,106,Crime
10 Days of a Curious Man,5.8,1200,110,Crime
Plastic Guns,6.3,585,95,Crime
Nahir,4.7,1100,122,Crime
Lady Scorpions,3.6,361,101,Crime
Ballistic,2.3,161,95,Crime
(Pri)sons,5.1,250,100,Crime
Nunakuzhi,6.8,2900,125,Crime
"Hemet, or the Landlady Don't Drink Tea",4.3,85,89,Crime
Nefarious,7.0,52,85,Crime
Killer Babes,3.5,282,94,Crime
Conquer: Lahad Datu,6.7,494,120,Crime
Siren,6.4,2900,154,Crime
ChiefsAholic: A Wolf in Chiefs Clothing,6.2,365,121,Crime
Krista,5.6,44,58,Crime
The Pee Pee Poo Poo Man,8.4,15,79,Crime
Sayara,5.7,265,98,Crime
Reloaded 2,8.0,1000,45,Crime
Abudeka Is Back,5.3,28,120,Crime
Havnaa,7.3,216,110,Crime
Kahar: Kapla High Council,7.0,442,102,Crime
Bangkok Breaking: Heaven and Hell,5.8,652,146,Crime
Estômago II: O Poderoso Chef,5.8,311,131,Crime
Castillo,8.1,33,128,Crime
Bozji gnjev,7.2,58,111,Crime
9 Windows,3.6,302,82,Crime
Silvio,3.0,493,114,Crime
Murder and Cocktails,4.0,357,88,Crime
The Waterboyz,7.9,83,89,Crime
Desperado,5.9,139,100,Crime
Andhagan,6.7,1200,142,Crime
No Cap,5.8,33,108,Crime
Shakhahaari,7.5,1300,145,Crime
Drive,5.6,311,90,Crime
The Mick and the Trick,5.0,75,96,Crime
Love You to Debt,6.2,747,135,Crime
Quotation Gang Part 1,8.8,20,118,Crime
Red,4.5,93,114,Crime
Plea,7.1,22,88,Crime
Sheriff,6.9,1100,133,Crime
Suspect,4.6,77,94,Crime
Kingdom Reign,8.8,33,119,Crime
Hovering Blade,6.1,231,107,Crime
"LSD 2: Love, Sex Aur Dhokha 2",3.8,2800,119,Crime
Loverboy: Emoties Uit,6.5,417,98,Crime
Troll Factory,5.8,461,109,Crime
Wieczór kawalerski,4.8,432,85,Crime
Miséria,5.3,99,99,Crime
Prepare to Die,4.6,228,93,Crime
Chris Brown: A History of Violence,5.4,305,82,Crime
The Infallibles,4.8,745,99,Crime
Priyo Maloti,6.7,145,119,Crime
Chameleon,6.0,30,133,Crime
The Texas Cheerleader Murder Plot,5.0,289,100,Crime
Bhaje Vaayu Vegam,6.1,542,136,Crime
Dandupalayam,5.9,1300,137,Crime
Samandar,7.6,136,172,Crime
Sentimentaaal,5.8,971,135,Crime
Ghost Killer,7.2,58,105,Crime
Vares X,3.7,111,85,Crime
Amish Affair,5.5,198,86,Crime
Silence 2: The Night Owl Bar Shootout,6.2,1900,142,Crime
Below the Rim,5.0,15,89,Crime
Filthy Animals,7.4,87,96,Crime
The Worst Man in London,5.7,144,127,Crime
Saindhav,5.0,1600,138,Crime
Passages of Nexus,6.3,183,108,Crime
Hunt the Wicked,5.3,106,102,Crime
Sattam En Kaiyil,8.0,2200,124,Crime
Vina: Before 7 Days,5.4,570,100,Crime
Where Is Gilgamesh?,9.0,603,90,Crime
Matka,4.7,572,156,Crime
Vrutos,8.1,7,100,Crime
RapeD,7.0,28,105,Crime
Hustlers Take All,5.5,80,106,Crime
Remedy,4.1,260,82,Crime
Rautu Ka Raaz,6.3,1900,114,Crime
Shivam Bhaje,7.9,3000,121,Crime
Chor Dil,7.4,37,135,Crime
Bastar: The Naxal Story,6.4,3300,124,Crime
Swing Bout,8.7,173,90,Crime
"Pooja, Sir",6.4,719,115,Crime
Citizen of a Kind,6.7,769,114,Crime
Texas Twister,2.5,157,88,Crime
Kiyma: Orman Kanunlari,4.3,34,81,Crime
The Final: Attack on Wembley,6.3,2400,82,Crime
Kaulayaw,4.5,126,95,Crime
Green Bones,7.7,179,96,Crime
Sons of Rizk 3,6.7,1600,125,Crime
Tòkunbò,3.9,289,113,Crime
Remember Us,6.2,38,96,Crime
Silver Star,6.9,15,102,Crime
Case of Kondana,5.8,571,143,Crime
The Shadow,6.5,237,90,Crime
Bars,5.8,23,135,Crime
The Desperate Chase,5.5,50,110,Crime
Wannabe,4.6,124,102,Crime
The Plot,4.8,360,100,Crime
Bodiless,5.7,981,90,Crime
Breaking the Silence: The Maria Soledad Case,6.4,508,95,Crime
Dead Man,5.1,204,109,Crime
Mathu Vadalara 2,7.0,1600,139,Crime
The Unwavering Brotherhood,5.3,75,94,Crime
Kiss of the Con Queen,8.0,25,117,Crime
Poslednji strelac,5.5,249,90,Crime
Dream Team,5.2,59,91,Crime
The Star City Murders,4.1,141,79,Crime
The Moon Thieves,6.2,223,108,Crime
Hit List,5.5,309,125,Crime
Dirty Money,5.7,107,100,Crime
S.I.T,7.9,2300,110,Crime
They Turned Us Into Killers,2.8,248,86,Crime
Satyabhama,5.9,1500,132,Crime
Døde menn går på ski,5.5,188,89,Crime
The Murder of Sandra Rivett,6.3,141,90,Crime
Go for Broke,5.7,267,115,Crime
Rob N Roll,6.1,1400,98,Crime
State of Silence,6.5,108,80,Crime
Young Lion of the West,8.1,105,93,Crime
Gold Boy,6.5,122,129,Crime
Cry of Silence,6.4,66,116,Crime
Svemu dodje kraj,6.7,251,89,Crime
Kondal,5.4,761,147,Crime
Searching for Amani,8.1,24,80,Crime
The Shakedown,5.0,303,104,Crime
Suspicion,3.6,204,115,Crime
The Epidemic,5.8,69,95,Crime
Modal Nekad,7.7,84,107,Crime
Vivekam,8.2,308,104,Crime
Haunting Trophies,7.7,65,150,Crime
The Experts,6.2,259,121,Crime
Cursed in Baja,8.2,19,80,Crime
PT Sir,6.8,1700,130,Crime
Thirumbipaar,5.9,239,101,Crime
The Donor,9.0,9,23,Crime
Danger in the Dorm,5.1,149,86,Crime
Formed Police Unit,4.6,472,120,Crime
Nico,8.3,43,109,Crime
Octopus with Broken Arms,6.2,151,109,Crime
Io e te dobbiamo parlare,4.2,137,95,Crime
Best Man Dead Man,7.8,7,83,Crime
Tiger Wolf Rabbit,6.2,461,126,Crime
Common Sense,2.5,19,68,Crime
Martingale,5.4,104,103,Crime
Yalakunni,8.9,166,135,Crime
Vojna policajtov,6.5,336,150,Crime
Nastupit leto,7.9,16,94,Crime
Una ballena,6.0,47,108,Crime
Pathological: The Lies of Joran van der Sloot,6.5,342,93,Crime
La mort viendra,5.9,40,101,Crime
Piano Love,5.2,13,96,Crime
Killerwood,6.8,21,84,Crime
Chithini,6.0,551,151,Crime
Diari de la meva sextorsió,6.5,48,64,Crime
Bury Him,7.3,12,88,Crime
Routa,6.5,30,127,Crime
Kaliyugam Pattanamlo,6.7,2200,150,Crime
Gam Gam Ganesha,5.3,307,140,Crime
Holiday Hold-Up,5.6,64,89,Crime
Brattt,4.7,66,117,Crime
Nasha Jurm Aur Gangsters,7.0,2400,137,Crime
What Happens in Miami,4.3,218,90,Crime
Shu Si Yi Bo,6.6,32,91,Crime
Bheema,5.8,947,148,Crime
Hain,2.9,45,95,Crime
Protein,6.6,59,100,Crime
GATAO: Like Father Like Son,6.8,65,100,Crime
CHAAW: Chapter 3 - Christmas Time Is Here,7.9,474,72,Crime
Thankamani,4.6,229,156,Crime
Tschugger - Der Lätscht Fall,8.1,162,147,Crime
RTI,5.9,26,130,Crime
Harom Hara,7.7,3000,154,Crime
Gangs of Godavari,5.0,899,165,Crime
Nirangal Moondru,6.1,525,122,Crime
Pepe,4.9,487,126,Crime
Yevam,6.1,1500,123,Crime
Blue Christmas,5.8,19,79,Crime
Scopophobia,6.0,42,100,Crime
Gumasthan,5.8,497,145,Crime
Passagrana,6.5,123,100,Crime
Secret Home,8.3,148,117,Crime
Welcome to the Game,5.8,61,90,Crime
Pattaya Heat,5.6,219,117,Crime
Uninvited,6.7,70,93,Crime
The Heist,6.9,2000,120,Crime
Nietzsche's Umbrella,8.7,21,86,Crime
Unknown Caller,5.7,18,63,Crime
Money No Enough 3,6.0,261,138,Crime
Oru Nodi,6.7,501,128,Crime
Chacaleria,8.1,417,116,Crime
Rebel,3.2,64,100,Crime
The Good Loan Sharks,5.0,75,122,Crime
Anyone Else But Me,7.0,151,95,Crime
Blackia 2,5.9,125,132,Crime
Kunstroof,7.0,43,102,Crime
Midas,4.6,332,85,Crime
The Legend of the Vagabond Queen of Lagos,8.2,25,100,Crime
Murder in a Teacup,6.3,146,93,Crime
Vergüenza,7.0,19,103,Crime
One Last Time,7.0,15,82,Crime
Beneath the Fold,8.0,23,80,Crime
Porch Pirates,5.0,100,107,Crime
Second Life,6.9,40,105,Crime
Kokuhaku Confession,5.6,145,74,Crime
Taxali Gate,6.6,118,95,Crime
Historias invisibles,6.4,27,110,Crime
Scapegoat,7.0,22,85,Crime
Die Bloedhonde,6.3,10,97,Crime
Kurukku,6.6,529,109,Crime
Jog 101,6.5,496,107,Crime
Con Queens,5.8,18,80,Crime
Muroi Shinji: Yaburezaru Mono,7.7,7,115,Crime
Landkrimi: Steirergift,6.4,62,90,Crime
Prasanna Vadanam,6.6,530,146,Crime
The Bodyguard,6.6,27,87,Crime
Kala Ratri,6.8,15,122,Crime
Housekeeping,6.0,41,98,Crime
Lipstick on the Glass,4.6,12,116,Crime
Above the Trees,8.2,11,125,Crime
Marine Drive,9.5,49,105,Crime
Illusions for Sale: The Rise and Fall of Generation Zoe,6.2,634,107,Crime
Bigul,9.3,46,144,Crime
Accident or Conspiracy: Godhra,7.4,777,133,Crime
Telekinesis,5.9,59,106,Crime
Charlotte Link - Ohne Schuld,5.5,41,89,Crime
Liebling Kreuzberg 2.0,5.1,49,89,Crime
Game Over,5.6,18,74,Crime
Three Old Boys,4.8,97,108,Crime
Aaro,4.5,13,120,Crime
Little Jaffna,7.0,38,100,Crime
Dickweed,7.1,35,90,Crime
Meitantei Conan Bâsasu Kaitô Kiddo,6.2,151,81,Crime
Dengeler,5.9,70,123,Crime
Cafe 404,7.1,31,93,Crime
Dark Deceptions,6.4,35,82,Crime
Road to Terzetto,7.3,27,96,Crime
"Fallen Leaves, Broken Lighters",7.8,6,96,Crime
The Bottom Line,7.0,10,107,Crime
Blood and Black,8.3,1100,88,Crime
7vens Law,9.4,20,68,Crime
Maloney - Die ersten drei haarsträubenden Fälle,6.7,75,98,Crime
Whatever It Takes,8.3,14,93,Crime
Valleyheart,8.8,37,98,Crime
Blood Dried Hands,5.2,33,115,Crime
Vallavan Vaguthadhada,6.5,56,104,Crime
Los Justos,6.4,73,79,Crime
Gossip to Die For,5.3,81,94,Crime
Raja Rani,9.3,100,134,Crime
G - 21 scener från Gottsunda,7.0,179,80,Crime
Chitram Choodara,4.5,14,127,Crime
Gull Lake Vice II: The Delusion Continues,8.2,16,58,Crime
Rhino Man,8.8,41,96,Crime
Dark World,4.6,14,135,Crime
Walk the Line,5.5,92,115,Crime
Supplier Shankara,9.3,70,163,Crime
Don't Love,7.9,1500,177,Crime
Villain - Life of a Gangster,8.9,156,141,Crime
Myall Creek Day of Justice,6.4,17,78,Crime
The Victims,5.9,81,99,Crime
Shadows of Betrayal: Chronicles of Ian Blair,7.3,12,65,Crime
Untouchable,4.6,86,112,Crime
Thozhar Che Guevara,5.1,37,120,Crime
Common Creed: Trafficking,6.7,8,106,Crime
Break War,2.4,14,86,Crime
Dream Lock,8.6,21,100,Crime
Nelma Kodama: The Queen of Dirty Money,5.5,184,94,Crime
The Stix,7.1,29,123,Crime
"Bullets, Brothers and Blood",7.8,13,85,Crime
Maven,9.5,37,135,Crime
Muzhskoe slovo,6.3,459,94,Crime
Insurance Jimmy,6.9,146,110,Crime
DNA,5.2,209,156,Crime
Koresha,2.9,61,86,Crime
Hocus Focus,7.9,19,85,Crime
Pungut,6.7,11,100,Crime
Lorry Chapter-1,5.7,2400,183,Crime
Real Estate Sisters,4.8,17,84,Crime
Salvajes,5.7,57,90,Crime
Theppa Samudram,7.4,1600,133,Crime
Lesní vrah,4.2,78,78,Crime
Mirza: Part 1 - Joker,6.8,236,165,Crime
My Home Hero the Movie,6.4,5,117,Crime
Tiempo de Pagar,7.5,46,63,Crime
Opportunity,9.1,89,96,Crime
The London Underground Killer,4.7,91,91,Crime
Lipstick,6.3,27,145,Crime
Rancor,7.3,32,83,Crime
Niyathi,6.8,174,113,Crime
La Tamalera,8.2,9,115,Crime
Who Do You Trust?,3.8,39,96,Crime
Siragan,7.0,152,130,Crime
Dead Name,9.0,11,84,Crime
Paarijathaparvam,7.5,2300,133,Crime
Laandhar,4.2,95,117,Crime
Raktaksha,8.5,1400,118,Crime
Abnormal: Buas,5.6,27,90,Crime
Aranam,7.5,406,127,Crime
Crime Reel,7.5,141,111,Crime
Ugravatara,7.9,551,122,Crime
4N6,9.7,61,117,Crime
Yathabhava,8.3,28,127,Crime
The Burned Hand,8.0,12,85,Crime
Bayamariya Brammai,8.8,25,88,Crime
Jalandhara,9.2,545,110,Crime
Jimmy's Friends,7.0,10,94,Crime
Atlanta 10.02,5.5,14,45,Crime
A Frozen Rage,5.2,45,115,Crime
Angry Squad: Civil Servants & Seven Swindlers,6.4,8,120,Crime
Jama,6.3,14,71,Crime
The Deal,8.8,25,130,Crime
What Lies Within,5.3,13,90,Crime
ONENESS,8.9,12,115,Crime
Thirsty for Likes,4.0,36,46,Crime
The Real Story of January 6: Part 2 - The Long Road Home,6.2,28,90,Crime
Shina,7.5,7,98,Crime
Pink Butterfly,5.8,54,109,Crime
Kaçkin,8.0,7,104,Crime
Who Killed Angel Adams?,6.2,22,76,Crime
5D,8.8,577,129,Crime
Shades of Sapphire,7.8,9,77,Crime
Kenda,8.9,20,135,Crime
Novyy god v Beryozovke,7.1,97,94,Crime
Dai jia fa de ren,5.5,54,121,Crime
The Kills,8.8,8,70,Crime
Oppa,8.5,46,84,Crime
Abduction Chronicles,8.6,35,126,Crime
SMB-plush presents trick or death,8.8,15,120,Crime
The Dealer,8.2,11,120,Crime
El Junior Del Patron,8.2,5,92,Crime
Agontuk,5.5,19,125,Crime
Give Me a Ride,5.0,16,102,Crime
The AI Dharma Story,3.2,1100,89,Crime
Dheera Samrat,9.8,99,123,Crime
Beauty Grace Malice,7.7,43,81,Crime
AK47,7.2,13,146,Crime
A Place Under the Sun,9.2,34,110,Crime
Rangeli,9.4,93,140,Crime
Ingu Mirugangal Vaazhum Idam,6.2,14,108,Crime
Sharma & Ambani,9.1,183,104,Crime
Pinnil Oral,6.0,113,127,Crime
Mukhya Gamanika,8.7,2100,125,Crime
Jaspal,7.3,27,106,Crime
All Suspects,3.6,18,96,Crime
Sangharshana,8.2,1600,102,Crime
Grey Games,7.5,1100,121,Crime
Guxim,7.7,34,75,Crime
The Housewife and the Hustler 2: The Reckoning,6.5,44,94,Crime
Mudo Kannu,7.2,2100,100,Crime
Malam Pertobatan,6.4,9,81,Crime
Spending Some Time Together,6.9,28,146,Crime
Bond of Justice: Kizuna Part I - Encounter,6.1,17,92,Crime
Slapes,6.8,31,82,Crime
Downfall of the Crypto King (theatrical feature),6.0,26,90,Crime
Der Wien-Krimi: Blind ermittelt - Tod im Palais,6.7,29,88,Crime
Lealtad o Morir,8.2,9,87,Crime
Blitz,7.2,8,6,Crime
Vengeful,6.1,18,100,Crime
Dawgz Life,7.8,10,143,Crime
Conviction,7.0,34,97,Crime
Killcon,9.5,14,31,Crime
Namak,4.5,13,75,Crime
Uno Sir,6.4,42,106,Crime
Leha,2.3,42,98,Crime
Mun Kaupunki,6.6,22,105,Crime
Yaa Devi Sarva Bhuteshu,8.7,8,119,Crime
Randa Ramphal,8.5,8,70,Crime
Gally Gang Stars,9.0,2000,157,Crime
Duelo De Capos,8.2,9,83,Crime
Runnin' from Wolves,7.2,10,133,Crime
Los Hijos De Camelia y Emilio,8.2,9,82,Crime
Full Clip for a Snitch,3.9,18,75,Crime
Yurka,4.1,27,85,Crime
No Loose Ends,6.7,9,68,Crime
Water Mafia,9.2,11,45,Crime
Po du xing dong,6.8,5,79,Crime
A Valentine's Day,8.4,9,126,Crime
Detroit Ransom,6.4,10,76,Crime
Ata Nirjon Duporiya,8.0,10,103,Crime
So It Goes,3.3,19,77,Crime
Netru Indha Neram,5.7,136,140,Crime
El Juego Del Poder,8.0,9,95,Crime
Mina and the Radio Bandits,7.3,44,110,Crime
Little Black Submarines,6.9,57,123,Crime
El Cartel De Teresa,8.0,9,96,Crime
Las Hermanas Del Cartel,8.2,5,91,Crime
Nacida Para Vengar,8.0,9,102,Crime
Beautifully Broken People,8.7,8,75,Crime
Cageling,5.9,8,69,Crime
Heretic,7.0,118000,111,Horror
The Substance,7.3,278000,141,Horror
Nosferatu,7.3,177000,132,Horror
Trap,5.8,129000,105,Horror
Presence,6.2,17000,84,Horror
Longlegs,6.6,178000,101,Horror
Smile 2,6.7,97000,127,Horror
Alien: Romulus,7.1,237000,119,Horror
Hellboy: The Crooked Man,4.5,12000,99,Horror
Night of the Zoopocalypse,6.2,314,91,Horror
Speak No Evil,6.8,92000,110,Horror
MaXXXine,6.3,67000,103,Horror
The Watchers,5.7,55000,102,Horror
Abigail,6.6,94000,109,Horror
Kinds of Kindness,6.5,58000,164,Horror
Beetlejuice Beetlejuice,6.7,143000,105,Horror
The Crow,4.7,32000,111,Horror
The Rule of Jenny Pen,6.5,578,104,Horror
Terrifier 3,6.3,47000,125,Horror
Oddity,6.7,40000,98,Horror
Nightbitch,5.6,18000,99,Horror
A Quiet Place: Day One,6.3,145000,99,Horror
In a Violent Nature,5.6,25000,94,Horror
I Saw the TV Glow,5.8,35000,100,Horror
Cuckoo,5.7,25000,102,Horror
Rumours,5.0,4200,104,Horror
Don't Move,5.8,38000,92,Horror
Azrael,5.4,10000,86,Horror
Immaculate,5.8,51000,89,Horror
Y2K,4.9,9700,91,Horror
The Shrouds,5.8,727,119,Horror
The First Omen,6.5,63000,119,Horror
Werewolves,4.4,6000,93,Horror
We Bury the Dead,7.1,74,94,Horror
Salem's Lot,5.6,33000,114,Horror
Arcadian,5.5,22000,92,Horror
Apartment 7A,5.9,16000,107,Horror
MadS,6.4,6900,89,Horror
Apocalypse Z: The Beginning of the End,6.1,19000,117,Horror
Get Away,5.3,6100,86,Horror
Your Monster,6.4,5400,103,Horror
Time Cut,5.0,18000,91,Horror
The Devil's Bath,6.6,5800,121,Horror
Winnie-the-Pooh: Blood and Honey 2,4.7,11000,93,Horror
Tarot,4.8,31000,92,Horror
Exhuma,6.9,22000,134,Horror
The Deliverance,5.1,22000,112,Horror
The Damned,5.7,3600,89,Horror
Afraid,5.2,13000,84,Horror
Stree 2: Sarkate Ka Aatank,6.9,41000,147,Horror
Things Will Be Different,5.2,2300,102,Horror
Grafted,5.6,2000,96,Horror
The Strangers: Chapter 1,4.6,22000,91,Horror
Sumala,5.8,765,112,Horror
Never Let Go,5.4,13000,101,Horror
Bagman,4.6,4400,93,Horror
Under Paris,5.2,36000,104,Horror
Lisa Frankenstein,6.1,28000,101,Horror
Daddy's Head,5.6,4600,92,Horror
Stream,5.6,6800,123,Horror
The Platform 2,4.9,39000,99,Horror
The Mouse Trap,2.5,3100,80,Horror
Die Alone,5.7,2600,91,Horror
Little Bites,4.6,1100,105,Horror
Blackwater Lane,4.6,1700,108,Horror
The Inheritance,4.7,2800,85,Horror
Night Swim,4.7,27000,98,Horror
Bramayugam,7.8,14000,139,Horror
Humane,5.5,7000,93,Horror
The Little Mermaid,3.8,149,89,Horror
A Sacrifice,5.1,5000,94,Horror
Succubus,4.6,1200,103,Horror
Sting,5.7,16000,91,Horror
Lembayung,6.1,655,123,Horror
The Radleys,5.0,2600,115,Horror
Lumina,2.1,626,113,Horror
The Exorcism,4.2,11000,95,Horror
The Beast Within,4.2,4400,97,Horror
Swap,2.9,324,86,Horror
The Painted,4.8,257,85,Horror
The Front Room,4.6,5100,94,Horror
V/H/S/Beyond,5.9,9100,114,Horror
Outbreak,4.4,800,88,Horror
The Dead Thing,4.7,796,94,Horror
The Lost Daughter,5.8,278,99,Horror
Hold Your Breath,5.3,8300,94,Horror
Outside,5.1,4400,142,Horror
Imaginary,4.7,17000,104,Horror
I Don't Understand You,7.1,69,96,Horror
Munjya,6.3,25000,123,Horror
Lowlifes,6.2,6200,90,Horror
Handling the Undead,5.4,4200,97,Horror
